claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score
16185IBJU,2021-10-16,2021-11-22,5564.74,ND,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,15000,75,4,0,0.76
BI6MGHAGM,2018-04-14,2018-04-19,18827.62,AL,Sedan,Side-impact,V1 was reported stolen from insured’s driveway,claimant,93885,77,4,0,0.72
B362M9E5I,2018-02-12,2018-02-21,21119.12,CO,Sedan,Head-on Collision,V2 turned left and struck the side of V1,claimant,18383,50,0,0,0.52
MLZ6IOSTU,2020-01-19,2020-02-03,38924.03,VT,Truck,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,91650,49,3,0,0.48
ZHG1GF4OF,2020-09-08,2020-10-31,14467.66,KY,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,88816,20,5,0,0.07
PATM0TXE3,2019-10-12,2020-10-11,30071.51,GA,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,25980,32,5,0,0.58
21D5C21O6,2020-06-12,2020-07-16,12221.71,ID,Truck,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,15000,76,1,0,0.6
WW8EIRHRL,2021-07-03,2021-09-20,49288.8,KY,Coupe,Theft,V1 was missing after being parked overnight,claimant,20987,20,0,0,0.5
NF6NV5XU6,2020-03-05,2020-05-19,5377.5,MH,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,51008,18,3,0,0.04
M9DEOCIRI,2018-11-06,2019-03-19,2754.82,AK,Sedan,Side-impact,V1 was missing after being parked overnight,insured,15000,79,0,0,0.52
O74JLYS7J,2021-02-16,2021-02-21,17492.72,VT,SUV,Backing Collision,V1 was missing after being parked overnight,insured,42763,33,0,0,0.53
D6Z6PQ1AU,2018-11-14,2019-01-19,38372.77,AK,Van,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,27317,18,0,0,0.38
F0TJ5JGZC,2019-06-14,2019-10-26,18227.99,WV,Van,Backing Collision,V1 was damaged by falling tree during storm,insured,17586,61,5,0,0.28
Y4MLJZFUD,2022-12-15,2023-08-16,84961.35,CO,Van,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,96005,18,5,1,0.43
I4SP7QFQ9,2019-11-19,2020-11-18,21310.74,VT,Coupe,Theft,V2 rear-ended V1 while stopped at a red light,insured,25826,78,2,0,0.22
N04FDTZJ2,2021-06-26,2022-03-18,38434.4,CO,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,22053,78,1,0,0.57
L72V08KTR,2018-10-14,2019-06-05,8830.79,TX,SUV,Backing Collision,V2 turned left and struck the side of V1,insured,89472,57,3,0,0.41
PW3HHIGVU,2021-05-11,2021-05-20,28051.64,KY,Truck,Backing Collision,V2 failed to stop and struck V1 from behind,insured,86349,67,1,0,0.5
MMWCMZX8J,2022-05-26,2023-02-06,5530.12,VT,Sedan,Side-impact,V1 was missing after being parked overnight,insured,48336,66,4,0,0.15
5MS20T3T9,2020-04-15,2020-11-30,9402.65,MT,Van,Theft,V1 was damaged by falling tree during storm,insured,20334,80,1,0,0.74
LP2E2ASOE,2022-12-13,2023-08-17,73485.27,UT,Coupe,Theft,V1 was damaged by falling tree during storm,insured,96050,34,1,1,0.55
VGKH250CV,2018-01-30,2018-05-01,8621.1,VT,Coupe,Side-impact,V2 was behind V1 when it began backing up,insured,15000,31,5,0,0.99
GFGM1TM27,2022-07-07,2023-03-16,10417.45,VT,Sedan,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,19933,18,0,1,0.46
O19QTG15X,2022-04-21,2023-02-12,22448.73,VT,Sedan,Backing Collision,V1 struck V2 while reversing from parking spot,insured,15000,59,0,0,0.25
D82IJKUV2,2020-05-05,2021-02-16,38493.56,MH,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,94362,66,1,0,0.01
VXO3PEOJ3,2019-12-08,2020-10-31,10402.68,NE,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,15000,56,5,0,0.24
M48NGC4XA,2020-04-29,2020-05-24,4924.98,NE,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,91145,64,0,0,0.72
IC0DHNHWE,2018-09-16,2019-02-10,18533.74,FL,Sedan,Backing Collision,V2 ran a stop sign and hit the side of V1,claimant,46391,59,1,0,0.36
KQDVNAB87,2018-10-02,2018-11-03,6408.1,ND,Coupe,Theft,V2 turned left and struck the side of V1,insured,17557,36,4,1,0.73
FRBOO703B,2020-12-26,2021-09-08,5586.23,VT,Van,Theft,V1 was reported stolen from insured’s driveway,insured,47036,50,1,1,0.42
95OHS7AUI,2022-01-02,2022-12-26,5780.22,DE,Coupe,Theft,V1 struck V2 while reversing from parking spot,claimant,100000,31,0,0,0.01
GJD3X4YH5,2022-05-22,2022-07-28,2036.02,IN,SUV,Theft,V2 turned left and struck the side of V1,insured,53737,79,0,0,0.01
HOA7WKDPE,2022-06-10,2023-03-14,17621.07,OR,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,insured,46187,78,5,0,0.12
HDM6K6HGQ,2019-07-28,2020-04-22,55574.2,CO,Truck,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,98605,75,4,0,0.82
6SRP7B4HJ,2022-11-02,2022-12-03,30486.13,PA,Sedan,Theft,V2 crossed centerline and hit V1 head-on,insured,97047,73,1,0,0.23
KWBJPCLMS,2019-02-02,2019-05-18,69877.76,TX,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,99854,66,2,1,0.8
P94RWGKG5,2018-10-17,2019-01-28,3541.38,IA,Coupe,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,51901,23,4,0,0.57
KHL1CRHM2,2019-04-26,2019-12-28,1002.52,NV,Van,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,100000,80,0,0,0.73
2SNJU9F51,2022-11-22,2023-04-27,8378.67,KY,Truck,Theft,V1 was missing after being parked overnight,insured,28510,50,5,1,0.01
NI4EUBYGS,2018-09-29,2018-10-04,18904.28,WA,Coupe,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,19312,23,2,1,0.11
0JX9AMSM5,2018-02-07,2018-03-20,30632.17,MT,Truck,Theft,V2 rear-ended V1 while stopped at a red light,insured,96525,70,5,0,0.1
R7GOKLVA2,2022-05-10,2022-05-15,24312.06,GA,SUV,Side-impact,V2 turned left and struck the side of V1,insured,26859,61,1,0,0.33
UHTJPK4W0,2019-02-14,2019-05-20,22385.6,KY,Truck,Weather Damage,V1 was missing after being parked overnight,insured,100000,63,5,1,0.12
KQ8SJQONT,2019-05-28,2019-12-24,20442.34,NE,Van,Side-impact,V2 turned left and struck the side of V1,claimant,48233,43,0,0,0.57
QX45JOQYN,2021-11-24,2022-10-11,9703.07,IN,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,29554,54,1,0,0.05
IT38CX5DN,2022-06-20,2023-06-20,18869.02,NV,Coupe,Head-on Collision,V2 was behind V1 when it began backing up,insured,94548,18,1,1,0.68
SVBCQ7G4A,2020-12-01,2021-07-04,8379.79,CT,SUV,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,90977,68,3,0,0.35
SMZX4NKIO,2022-08-16,2023-04-02,38023.69,AK,Van,Weather Damage,V2 entered wrong lane and collided with V1,claimant,100000,59,0,0,0.41
5B6IIJPSH,2018-01-17,2018-10-27,11560.78,AK,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,100000,32,1,0,0.7
OXXAOZ5E7,2018-01-26,2018-01-31,3853.31,WV,Van,Weather Damage,V2 turned left and struck the side of V1,claimant,89247,33,0,0,0.36
GGO46X1W1,2018-10-19,2019-03-25,85536.2,FL,Truck,Side-impact,V2 entered wrong lane and collided with V1,claimant,94887,67,3,0,0.03
QXPH1Y3BQ,2018-03-04,2018-08-13,47330.97,VT,SUV,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,17611,79,5,1,1.0
HOK3ZY5SR,2020-02-14,2020-02-24,67932.96,KY,Truck,Backing Collision,V1 was missing after being parked overnight,claimant,95817,75,2,0,0.66
O0L9LAYKE,2022-09-13,2023-06-21,7787.32,CO,Coupe,Backing Collision,V2 turned left and struck the side of V1,insured,99872,58,1,0,0.53
3ZCXU11TO,2019-03-18,2020-03-17,12174.3,TX,Truck,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,50884,39,4,0,0.58
0BOGCC1U8,2022-12-27,2023-01-23,99998.9,VT,Sedan,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,100000,79,1,0,0.32
6AG3U1SWY,2019-02-24,2019-12-29,52967.14,AS,Coupe,Backing Collision,V2 was behind V1 when it began backing up,insured,15000,43,3,0,0.76
UTFEFZ811,2019-07-14,2020-02-14,55105.13,WA,Sedan,Head-on Collision,V2 turned left and struck the side of V1,claimant,85583,67,4,0,0.24
ID07T3LJO,2022-02-19,2022-11-14,8491.82,OR,Truck,Theft,V2 turned left and struck the side of V1,claimant,91190,29,5,1,0.64
KBZVYX9D1,2022-10-15,2022-10-20,1002.52,GA,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,97716,31,0,1,0.83
8K9VAK1VP,2022-12-16,2023-10-10,69402.05,GA,Sedan,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,30001,47,5,0,0.56
ANGW3PAJV,2022-03-03,2022-06-20,4822.54,NE,Coupe,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,46792,32,0,1,0.12
F9I60K23Z,2022-07-14,2022-10-26,55241.61,KY,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,15000,49,0,0,0.67
2Y3C0EQ4A,2019-02-04,2019-04-09,4824.55,NV,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,26174,74,0,0,0.84
W8JHE5S51,2022-10-19,2023-10-19,1002.52,KY,SUV,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,24346,49,0,1,0.02
7DXJ17X6X,2019-12-01,2020-01-08,65558.89,NY,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,15000,59,2,1,0.48
DA71EBVFW,2021-09-12,2022-07-18,4497.48,MH,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,95151,71,2,0,0.26
B5HSTS68C,2019-11-13,2020-04-10,4244.47,NE,Van,Theft,V1 was reported stolen from insured’s driveway,insured,22646,71,4,0,0.85
FFF8TX134,2022-08-27,2023-04-20,4417.62,MH,SUV,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,49306,18,1,0,1.0
L8XAFSUMU,2018-06-01,2018-09-27,11609.15,UT,SUV,Weather Damage,V2 entered wrong lane and collided with V1,claimant,89875,44,4,0,0.01
XQJCTPVEV,2021-05-15,2021-11-30,45883.44,IL,SUV,Theft,V1 was missing after being parked overnight,claimant,100000,50,2,0,0.21
64GROABEA,2021-03-16,2021-10-23,28836.61,IN,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,17580,69,1,0,0.09
WQW29PY5K,2020-12-05,2021-02-12,17202.52,SD,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,insured,15000,31,3,0,0.73
H2NXXMS3R,2019-11-16,2020-03-03,7663.63,OR,Sedan,Theft,V1 was damaged by falling tree during storm,insured,92973,80,4,0,0.44
AG0KXXKXN,2020-01-17,2020-08-01,1002.52,NE,SUV,Head-on Collision,V2 ran a stop sign and hit the side of V1,claimant,41775,21,3,0,0.73
OAD78QIG6,2021-02-04,2021-10-20,47402.79,AK,Truck,Side-impact,V1 was reported stolen from insured’s driveway,insured,15000,38,0,0,0.88
UO3ZIN1A7,2021-09-16,2022-07-22,99998.9,NV,Truck,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,30532,18,0,0,0.08
KNE1YBMZP,2021-06-19,2022-02-03,1002.52,CO,Van,Theft,V1 was missing after being parked overnight,insured,52102,71,3,0,0.35
SCTPN7Y85,2018-03-26,2018-11-14,20743.59,PA,SUV,Head-on Collision,V2 turned left and struck the side of V1,insured,15000,47,1,1,0.13
3J5SFMZQR,2021-12-24,2022-11-27,6690.47,TX,Truck,Weather Damage,V1 was missing after being parked overnight,insured,26468,52,1,1,0.62
SJZO98IBO,2021-11-21,2022-08-15,18685.74,NE,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,15000,78,1,0,0.85
Q18OVEUUR,2021-06-29,2021-12-21,16023.63,MA,Van,Theft,V1 was damaged by falling tree during storm,claimant,95183,80,1,1,0.75
656EBJVNF,2021-08-12,2021-08-17,16706.62,FL,Truck,Backing Collision,V2 was behind V1 when it began backing up,claimant,42890,46,4,0,0.35
OWAPCQ7VG,2021-03-12,2021-10-08,64405.97,CO,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,100000,48,4,0,0.01
6N968XF6V,2021-03-16,2021-04-12,14851.44,IL,Van,Weather Damage,V2 ran a stop sign and hit the side of V1,insured,15914,80,4,0,0.36
8TH105OSZ,2022-06-23,2022-06-28,4885.16,WA,SUV,Side-impact,V2 was behind V1 when it began backing up,claimant,21346,73,3,0,0.62
QG6PKISB8,2018-01-05,2018-10-19,38676.02,CT,Truck,Head-on Collision,V2 was behind V1 when it began backing up,insured,23308,42,2,0,0.73
363DHTG1D,2019-04-07,2019-11-26,14386.21,GA,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,22925,41,3,0,0.62
9OB6KB9Z7,2022-02-21,2022-05-31,35614.6,OR,Sedan,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,15000,18,0,0,0.64
FW0C20X45,2020-02-15,2020-10-07,27253.57,AK,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,49892,40,0,0,0.08
0UHEH3RFW,2018-04-22,2019-04-22,24526.21,AK,SUV,Head-on Collision,V2 was behind V1 when it began backing up,insured,15000,67,0,0,0.21
TEVTX3NF2,2018-08-27,2018-09-08,10675.05,FL,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,79,0,0,0.38
7E6L8XCGM,2020-12-14,2021-05-13,6861.56,ND,Sedan,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,34,1,0,0.32
IURPV2WJ6,2022-03-24,2023-01-19,45070.15,WV,Truck,Backing Collision,V2 crossed centerline and hit V1 head-on,claimant,51054,80,2,0,0.17
O6U9179B9,2018-09-18,2018-09-23,12321.07,VT,Truck,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,95105,80,2,1,0.68
NT5DXI7QO,2018-07-14,2018-08-07,8391.37,AZ,Coupe,Theft,V2 failed to stop and struck V1 from behind,claimant,43710,33,0,0,0.62
DSU9F16X1,2018-06-23,2018-12-20,1002.52,SD,Truck,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,28499,59,1,0,0.54
4AI7REFIC,2018-01-02,2018-08-31,29749.09,SD,Van,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,49607,67,2,0,0.6
GXLOARRXC,2021-12-23,2022-01-06,1002.52,AL,SUV,Backing Collision,V1 was missing after being parked overnight,claimant,94175,55,0,0,0.01
9MIDUX8FM,2020-07-13,2020-09-22,13427.17,AK,Sedan,Theft,V2 crossed centerline and hit V1 head-on,claimant,94289,18,3,0,0.13
W4VCHRHBK,2021-10-08,2022-07-09,28154.64,AZ,Sedan,Theft,V2 turned left and struck the side of V1,claimant,88639,69,2,1,0.01
GK9JQTAJP,2022-06-11,2023-02-02,99998.9,ND,SUV,Side-impact,V2 turned left and struck the side of V1,insured,99764,35,4,0,1.0
P8OEI975Y,2019-08-16,2020-08-15,32461.91,MT,Coupe,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,100000,55,1,0,0.01
QL1V2W9Y4,2019-03-10,2019-11-01,6914.62,AK,Sedan,Side-impact,V2 turned left and struck the side of V1,claimant,88707,30,4,0,0.01
9DZ8FTMJN,2020-08-31,2021-08-31,4203.78,UT,Van,Head-on Collision,V2 turned left and struck the side of V1,insured,16370,80,3,0,0.73
8B3UMAM00,2020-04-14,2020-10-27,29843.82,OR,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,94661,66,5,1,0.7
3L4JZWYIX,2020-11-27,2021-08-19,2160.75,OH,SUV,Side-impact,V1 was reported stolen from insured’s driveway,claimant,17264,45,1,0,1.0
7BRRBAI3A,2018-11-20,2019-09-07,5185.87,KY,Van,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,100000,23,2,0,0.57
L6EJA1V2T,2021-10-21,2022-03-03,28357.48,KY,Sedan,Backing Collision,V1 was reported stolen from insured’s driveway,insured,100000,35,1,0,0.84
G2AHN110B,2018-02-17,2018-10-13,40698.12,IN,SUV,Rear-end Collision,V1 was missing after being parked overnight,claimant,27608,37,3,1,0.09
S6TO8WYAQ,2022-05-17,2023-02-07,13957.85,SC,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,43584,28,5,1,0.35
TFLVM8NYZ,2022-06-02,2023-01-03,10513.07,KY,Truck,Weather Damage,V2 ran a stop sign and hit the side of V1,insured,45146,63,1,0,0.15
HHIZEBG9K,2021-11-23,2022-01-13,1002.52,NE,Coupe,Theft,V2 turned left and struck the side of V1,claimant,47610,80,5,0,0.08
4SSB1PBZV,2019-06-29,2019-07-04,33021.21,IA,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,94911,71,3,0,0.99
R8VBYEZD4,2019-01-24,2019-07-02,11269.24,PA,Sedan,Side-impact,V2 failed to stop and struck V1 from behind,claimant,22428,54,1,0,0.5
3W95CH4FO,2019-07-08,2019-07-22,9144.74,CO,Truck,Rear-end Collision,V1 was missing after being parked overnight,insured,100000,41,2,0,0.86
DMJMBFOGE,2022-06-13,2023-04-10,13163.15,KY,SUV,Theft,V2 crossed centerline and hit V1 head-on,claimant,23197,57,1,0,0.54
VOKQY9FLV,2020-12-17,2021-10-18,1002.52,UT,Van,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,92474,25,1,0,0.07
QARJZK08C,2021-01-15,2021-01-20,5282.6,CT,Van,Rear-end Collision,V1 was damaged by falling tree during storm,insured,15000,18,4,1,0.97
T6176C1K0,2021-10-15,2022-07-26,5867.32,KY,SUV,Backing Collision,V2 was behind V1 when it began backing up,insured,96163,23,5,0,0.8
3U0UP229E,2019-10-30,2019-12-04,9631.76,GA,Van,Theft,V2 ran a stop sign and hit the side of V1,insured,49305,72,1,0,0.86
OIZU7N9EN,2018-01-24,2018-07-18,40024.18,IN,Coupe,Theft,V1 was damaged by falling tree during storm,claimant,15000,33,1,1,0.28
0KERTQHNO,2018-09-29,2019-05-03,9598.93,GA,SUV,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,90247,80,1,1,0.13
L3OBOPAB0,2019-08-20,2020-06-07,85822.78,WA,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,15000,65,0,0,0.12
5DWJATE4V,2018-07-30,2019-07-30,72139.63,IN,Sedan,Theft,V2 was behind V1 when it began backing up,claimant,17341,70,3,0,0.01
V9C0XFEVM,2019-10-29,2020-04-11,22238.69,UT,Sedan,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,54800,71,0,0,0.32
Y1QNQVIEX,2023-01-01,2023-03-03,1002.52,UT,Truck,Head-on Collision,V2 turned left and struck the side of V1,claimant,49482,64,1,0,1.0
GOBZPE8M3,2022-09-13,2022-12-03,1002.52,VT,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,33,5,0,0.58
RKL39VEL0,2019-08-15,2019-08-20,31611.25,IN,Sedan,Side-impact,V2 turned left and struck the side of V1,insured,90419,44,5,0,0.75
8KKLSEAUZ,2022-12-12,2023-09-03,8239.99,DE,Sedan,Theft,V1 was damaged by falling tree during storm,claimant,22646,28,0,0,0.01
VMMH541OO,2022-09-19,2022-09-24,38175.83,ND,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,insured,19072,49,0,0,0.26
5VYFRRLOA,2022-08-31,2022-09-05,18885.45,GA,Truck,Theft,V2 rear-ended V1 while stopped at a red light,insured,94030,80,3,0,0.61
8O34LPQK5,2022-01-13,2023-01-13,26909.49,KY,Sedan,Theft,V2 ran a stop sign and hit the side of V1,insured,19144,24,5,0,0.09
FP7AH2CSA,2020-03-11,2020-12-10,16292.27,AS,Van,Head-on Collision,V2 entered wrong lane and collided with V1,insured,45436,65,0,0,0.16
NHAPYWDRD,2019-10-27,2020-05-30,75166.03,AZ,Truck,Theft,V1 struck V2 while reversing from parking spot,insured,88931,58,5,0,1.0
PMPCEJCIL,2021-11-27,2022-03-17,19118.51,MA,Truck,Side-impact,V2 was behind V1 when it began backing up,claimant,100000,49,0,0,0.05
PJZ80ND3Y,2022-09-12,2023-01-29,19349.03,WV,Van,Side-impact,V2 turned left and struck the side of V1,claimant,15000,71,1,0,0.98
9QB0E7CXS,2020-07-03,2021-06-24,20070.96,KY,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,15000,55,2,0,0.7
UO874OHL5,2020-06-12,2020-06-17,8972.5,MA,Van,Rear-end Collision,V2 was behind V1 when it began backing up,insured,98991,36,3,0,0.26
THLVJYQTA,2022-04-23,2022-07-11,14172.12,PA,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,claimant,19403,59,2,0,1.0
YBGI0RR0T,2020-10-13,2021-10-13,1002.52,CO,Sedan,Theft,V1 struck V2 while reversing from parking spot,insured,99339,19,0,0,0.75
IAXUFVPIG,2020-08-25,2021-01-16,12615.92,KY,Coupe,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,94257,48,2,0,0.89
3YVR2EU4K,2020-02-25,2020-11-10,9523.22,CO,Van,Head-on Collision,V1 was missing after being parked overnight,claimant,55068,45,0,0,0.28
B57L1376Q,2019-09-28,2020-06-30,47953.15,UT,Van,Rear-end Collision,V2 turned left and struck the side of V1,insured,26778,60,2,1,0.92
WVGFRI7FZ,2021-02-14,2022-01-26,3263.54,NY,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,49851,79,4,0,0.25
5XBIGUJ9C,2020-09-15,2020-11-04,40903.39,AS,Van,Backing Collision,V1 was damaged by falling tree during storm,insured,20780,41,3,0,0.49
WI2SKHKXV,2019-05-10,2019-05-16,6797.31,AK,Coupe,Backing Collision,V1 was missing after being parked overnight,claimant,86072,57,4,0,0.76
S6AYLLD4Y,2018-02-15,2018-04-01,10747.79,OR,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,21360,18,4,0,0.89
EO6PPYWH8,2022-02-06,2022-02-11,16269.42,CO,Van,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,25436,77,2,0,0.6
EA329HF1P,2019-12-06,2020-07-28,26933.97,IL,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,100000,80,0,0,0.34
W26RQH7O0,2020-07-03,2020-10-11,2415.87,FL,Coupe,Side-impact,V1 was damaged by falling tree during storm,claimant,90026,71,1,0,0.77
ZBO70B2AU,2018-08-03,2018-08-08,5395.16,VT,Truck,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,19819,53,4,0,0.88
BNBWGSKWD,2019-10-23,2020-06-06,13488.47,VT,SUV,Head-on Collision,V2 turned left and struck the side of V1,insured,93406,75,5,0,0.17
3X2KB6JY5,2018-07-18,2019-01-29,22070.52,MA,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,92019,71,1,0,0.28
R1SPPN74P,2022-10-30,2023-03-05,24579.33,VI,Van,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,21228,35,4,0,0.71
F4IO2XM43,2022-12-22,2023-01-13,29619.33,CT,Van,Backing Collision,V1 was missing after being parked overnight,insured,100000,80,1,0,0.51
O8JOCUJVX,2022-08-06,2023-04-20,1002.52,VT,SUV,Side-impact,V2 entered wrong lane and collided with V1,insured,19495,80,4,0,0.86
HSHV1Y04Z,2021-09-26,2022-05-09,27969.35,NV,SUV,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,18,1,0,0.8
4VCVZPVWL,2022-03-11,2022-11-18,1002.52,CO,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,97178,39,1,1,0.53
L5V2H31PH,2019-11-05,2020-11-01,3463.84,VI,SUV,Side-impact,V2 was behind V1 when it began backing up,claimant,21978,70,5,0,0.51
EIV6DDZV7,2022-08-20,2023-06-22,69277.43,DE,Sedan,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,92476,70,4,1,0.75
TXX6LK7IA,2021-06-04,2021-10-20,26158.52,IN,SUV,Side-impact,V1 was missing after being parked overnight,claimant,15000,29,1,1,0.17
ZGQ095EGV,2018-06-03,2018-06-08,51793.86,WA,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,15000,79,0,0,0.28
T67K37FOQ,2018-03-18,2018-10-12,62360.41,WA,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,97291,24,1,1,0.8
SR41S6EQX,2019-09-29,2020-09-28,47527.12,KY,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,100000,25,0,0,0.01
XCX9KNBZ9,2018-01-19,2018-09-05,9921.05,KY,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,47753,80,4,0,0.56
H0UNL0UT5,2018-12-29,2019-10-25,8889.04,SD,Van,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,15000,64,1,0,0.28
JAYSYWU2G,2018-05-17,2019-03-07,7830.48,NY,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,52445,32,1,0,0.01
YIAW7FOE4,2022-07-01,2023-01-12,6117.44,AK,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,92356,60,0,1,0.37
C5PNEDL60,2020-07-12,2021-02-24,1002.52,WV,Coupe,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,90781,48,1,1,1.0
YOKR78L1M,2020-06-08,2021-05-06,11585.09,FL,Coupe,Head-on Collision,V1 was missing after being parked overnight,claimant,19557,44,2,0,0.4
RD8JPABSM,2021-12-22,2022-08-21,16019.57,TX,SUV,Rear-end Collision,V1 was missing after being parked overnight,claimant,24386,19,2,0,0.56
2OTEYMOML,2022-03-26,2022-05-15,1002.52,VT,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,94880,18,1,0,0.43
F65J1VRKF,2019-06-19,2019-12-11,42417.33,OR,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,92120,75,1,0,0.66
4HT69A143,2022-02-15,2022-03-04,1002.52,CO,Coupe,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,86979,80,5,0,0.8
50Q8OBW3J,2021-05-10,2021-06-02,9793.58,NY,Truck,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,90609,45,1,1,0.3
6SOG2LBWT,2020-11-09,2020-11-14,8308.94,NE,Sedan,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,18868,78,2,1,0.26
BV50HYA1W,2018-09-28,2018-10-03,67921.94,WV,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,94712,80,0,0,0.91
3RR43UR4M,2019-03-08,2019-04-01,35193.51,WV,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,15000,78,1,1,0.62
FJHOJALBH,2022-04-03,2022-04-22,10345.03,NV,Van,Backing Collision,V1 was reported stolen from insured’s driveway,insured,100000,80,1,1,0.78
1NYKS9URX,2021-07-18,2022-04-18,25565.77,GA,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,33220,60,0,0,0.01
IJAM31BXP,2019-10-22,2019-10-27,32938.18,OH,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,97911,55,4,0,0.7
